Timestamp,EquipmentId,EngineTemperature,OilPressure
2026-05-09T05:11:31.2298050Z,EQ-4,85.82,48.42
2026-05-09T05:11:41.2298050Z,EQ-2,90.32,47.43
2026-05-09T05:11:51.2298050Z,EQ-1,95.74,42.41
2026-05-09T05:12:01.2298050Z,EQ-1,97.37,49.12
2026-05-09T05:12:11.2298050Z,EQ-3,91.45,47.21
2026-05-09T05:12:21.2298050Z,EQ-3,99.82,45.60
2026-05-09T05:12:31.2298050Z,EQ-2,98.07,42.57
2026-05-09T05:12:41.2298050Z,EQ-2,95.29,49.77
2026-05-09T05:12:51.2298050Z,EQ-2,98.98,48.27
2026-05-09T05:13:01.2298050Z,EQ-4,98.27,49.43
2026-05-09T05:13:11.2298050Z,EQ-4,89.22,41.67
2026-05-09T05:13:21.2298050Z,EQ-1,95.85,48.84
2026-05-09T05:13:31.2298050Z,EQ-2,96.95,49.66
2026-05-09T05:13:41.2298050Z,EQ-4,95.15,49.91
2026-05-09T05:13:51.2298050Z,EQ-4,88.16,48.03
2026-05-09T05:14:01.2298050Z,EQ-4,99.94,40.93
2026-05-09T05:14:11.2298050Z,EQ-3,99.77,48.41
2026-05-09T05:14:21.2298050Z,EQ-1,88.68,49.37
2026-05-09T05:14:31.2298050Z,EQ-1,94.00,44.84
2026-05-09T05:14:41.2298050Z,EQ-1,91.98,45.09
2026-05-09T05:14:51.2298050Z,EQ-3,88.95,47.35
2026-05-09T05:15:01.2298050Z,EQ-3,93.50,45.91
2026-05-09T05:15:11.2298050Z,EQ-4,94.70,44.70
2026-05-09T05:15:21.2298050Z,EQ-3,93.02,46.15
2026-05-09T05:15:31.2298050Z,EQ-3,93.84,45.44
2026-05-09T05:15:41.2298050Z,EQ-1,97.45,43.93
2026-05-09T05:15:51.2298050Z,EQ-1,93.42,40.27
2026-05-09T05:16:01.2298050Z,EQ-3,99.20,40.35
2026-05-09T05:16:11.2298050Z,EQ-3,99.50,43.26
2026-05-09T05:16:21.2298050Z,EQ-1,87.24,40.05
2026-05-09T05:16:31.2298050Z,EQ-3,98.13,42.25
2026-05-09T05:16:41.2298050Z,EQ-3,95.97,40.76
2026-05-09T05:16:51.2298050Z,EQ-4,86.04,42.14
2026-05-09T05:17:01.2298050Z,EQ-4,90.13,49.06
2026-05-09T05:17:11.2298050Z,EQ-1,99.15,48.49
2026-05-09T05:17:21.2298050Z,EQ-2,89.31,45.23
2026-05-09T05:17:31.2298050Z,EQ-3,98.50,47.36
2026-05-09T05:17:41.2298050Z,EQ-4,86.98,43.51
2026-05-09T05:17:51.2298050Z,EQ-3,96.82,48.87
2026-05-09T05:18:01.2298050Z,EQ-4,90.62,47.81
2026-05-09T05:18:11.2298050Z,EQ-2,94.88,49.93
2026-05-09T05:18:21.2298050Z,EQ-2,87.70,47.38
2026-05-09T05:18:31.2298050Z,EQ-3,87.56,49.15
2026-05-09T05:18:41.2298050Z,EQ-1,89.77,47.41
2026-05-09T05:18:51.2298050Z,EQ-3,85.23,46.46
2026-05-09T05:19:01.2298050Z,EQ-1,97.69,44.38
2026-05-09T05:19:11.2298050Z,EQ-4,91.71,47.91
2026-05-09T05:19:21.2298050Z,EQ-4,95.70,42.80
2026-05-09T05:19:31.2298050Z,EQ-4,99.08,46.09
2026-05-09T05:19:41.2298050Z,EQ-3,91.51,41.34
2026-05-09T05:19:51.2298050Z,EQ-2,89.50,46.57
2026-05-09T05:20:01.2298050Z,EQ-2,88.33,43.35
2026-05-09T05:20:11.2298050Z,EQ-2,97.73,49.38
2026-05-09T05:20:21.2298050Z,EQ-2,88.67,41.42
2026-05-09T05:20:31.2298050Z,EQ-1,85.28,48.65
2026-05-09T05:20:41.2298050Z,EQ-4,95.40,41.76
2026-05-09T05:20:51.2298050Z,EQ-4,86.95,41.58
2026-05-09T05:21:01.2298050Z,EQ-4,87.73,46.73
2026-05-09T05:21:11.2298050Z,EQ-3,93.20,47.26
2026-05-09T05:21:21.2298050Z,EQ-2,99.52,47.23
2026-05-09T05:21:31.2298050Z,EQ-4,87.07,43.49
2026-05-09T05:21:41.2298050Z,EQ-3,89.15,44.47
2026-05-09T05:21:51.2298050Z,EQ-4,87.51,42.97
2026-05-09T05:22:01.2298050Z,EQ-2,97.32,45.27
2026-05-09T05:22:11.2298050Z,EQ-4,97.25,40.33
2026-05-09T05:22:21.2298050Z,EQ-2,94.28,49.49
2026-05-09T05:22:31.2298050Z,EQ-3,99.85,45.36
2026-05-09T05:22:41.2298050Z,EQ-1,86.50,47.29
2026-05-09T05:22:51.2298050Z,EQ-3,93.96,46.06
2026-05-09T05:23:01.2298050Z,EQ-1,86.31,48.24
2026-05-09T05:23:11.2298050Z,EQ-3,87.79,40.54
2026-05-09T05:23:21.2298050Z,EQ-1,96.74,43.55
2026-05-09T05:23:31.2298050Z,EQ-1,99.98,47.66
2026-05-09T05:23:41.2298050Z,EQ-1,98.63,46.57
2026-05-09T05:23:51.2298050Z,EQ-3,86.45,42.44
2026-05-09T05:24:01.2298050Z,EQ-3,98.70,46.12
2026-05-09T05:24:11.2298050Z,EQ-2,93.92,44.77
2026-05-09T05:24:21.2298050Z,EQ-3,96.63,49.01
2026-05-09T05:24:31.2298050Z,EQ-4,99.36,47.48
2026-05-09T05:24:41.2298050Z,EQ-4,89.60,44.99
2026-05-09T05:24:51.2298050Z,EQ-4,91.73,47.68
2026-05-09T05:25:01.2298050Z,EQ-3,98.45,46.88
2026-05-09T05:25:11.2298050Z,EQ-1,85.59,47.40
2026-05-09T05:25:21.2298050Z,EQ-4,96.85,44.56
2026-05-09T05:25:31.2298050Z,EQ-1,90.68,47.18
2026-05-09T05:25:41.2298050Z,EQ-3,93.06,43.92
2026-05-09T05:25:51.2298050Z,EQ-1,90.36,47.42
2026-05-09T05:26:01.2298050Z,EQ-4,92.55,43.43
2026-05-09T05:26:11.2298050Z,EQ-1,90.04,49.51
2026-05-09T05:26:21.2298050Z,EQ-4,89.96,41.68
2026-05-09T05:26:31.2298050Z,EQ-4,88.98,40.16
2026-05-09T05:26:41.2298050Z,EQ-4,97.12,49.82
2026-05-09T05:26:51.2298050Z,EQ-2,87.25,44.94
2026-05-09T05:27:01.2298050Z,EQ-1,99.03,49.50
2026-05-09T05:27:11.2298050Z,EQ-3,97.29,47.26
2026-05-09T05:27:21.2298050Z,EQ-2,89.28,48.94
2026-05-09T05:27:31.2298050Z,EQ-1,92.76,44.94
2026-05-09T05:27:41.2298050Z,EQ-2,99.29,40.83
2026-05-09T05:27:51.2298050Z,EQ-2,86.40,43.01
2026-05-09T05:28:01.2298050Z,EQ-4,86.24,44.36
2026-05-09T05:28:11.2298050Z,EQ-1,86.05,42.03
2026-05-09T05:28:21.2298050Z,EQ-3,85.64,48.12
2026-05-09T05:28:31.2298050Z,EQ-4,93.62,48.10
2026-05-09T05:28:41.2298050Z,EQ-2,97.98,49.44
2026-05-09T05:28:51.2298050Z,EQ-2,90.84,44.73
2026-05-09T05:29:01.2298050Z,EQ-2,87.73,49.18
2026-05-09T05:29:11.2298050Z,EQ-1,86.13,43.24
2026-05-09T05:29:21.2298050Z,EQ-2,97.07,49.78
2026-05-09T05:29:31.2298050Z,EQ-4,91.33,47.59
2026-05-09T05:29:41.2298050Z,EQ-1,87.55,45.50
2026-05-09T05:29:51.2298050Z,EQ-3,92.96,46.40
2026-05-09T05:30:01.2298050Z,EQ-2,99.30,41.36
2026-05-09T05:30:11.2298050Z,EQ-2,91.89,45.87
2026-05-09T05:30:21.2298050Z,EQ-4,86.23,47.80
2026-05-09T05:30:31.2298050Z,EQ-2,98.60,46.54
2026-05-09T05:30:41.2298050Z,EQ-4,95.32,43.63
2026-05-09T05:30:51.2298050Z,EQ-3,95.78,40.73
2026-05-09T05:31:01.2298050Z,EQ-3,96.21,45.64
2026-05-09T05:31:11.2298050Z,EQ-1,89.53,44.21
2026-05-09T05:31:21.2298050Z,EQ-4,99.50,49.20
2026-05-09T05:31:31.2298050Z,EQ-2,98.14,42.86
2026-05-09T05:31:41.2298050Z,EQ-2,88.18,49.69
2026-05-09T05:31:51.2298050Z,EQ-4,98.34,41.78
2026-05-09T05:32:01.2298050Z,EQ-2,92.67,47.54
2026-05-09T05:32:11.2298050Z,EQ-1,85.67,41.02
2026-05-09T05:32:21.2298050Z,EQ-2,92.66,47.21
2026-05-09T05:32:31.2298050Z,EQ-4,94.40,41.43
2026-05-09T05:32:41.2298050Z,EQ-3,93.96,49.53
2026-05-09T05:32:51.2298050Z,EQ-4,97.02,46.89
2026-05-09T05:33:01.2298050Z,EQ-2,98.12,42.54
2026-05-09T05:33:11.2298050Z,EQ-1,88.98,49.98
2026-05-09T05:33:21.2298050Z,EQ-1,86.98,47.82
2026-05-09T05:33:31.2298050Z,EQ-2,90.87,43.20
2026-05-09T05:33:41.2298050Z,EQ-3,96.76,49.33
2026-05-09T05:33:51.2298050Z,EQ-2,94.26,47.35
2026-05-09T05:34:01.2298050Z,EQ-1,96.89,45.88
2026-05-09T05:34:11.2298050Z,EQ-2,99.29,47.56
2026-05-09T05:34:21.2298050Z,EQ-1,90.97,43.44
2026-05-09T05:34:31.2298050Z,EQ-3,92.16,42.37
2026-05-09T05:34:41.2298050Z,EQ-1,95.89,43.89
2026-05-09T05:34:51.2298050Z,EQ-1,93.87,40.49
2026-05-09T05:35:01.2298050Z,EQ-3,88.68,46.68
2026-05-09T05:35:11.2298050Z,EQ-4,95.44,46.01
2026-05-09T05:35:21.2298050Z,EQ-1,96.22,41.24
2026-05-09T05:35:31.2298050Z,EQ-4,92.45,41.53
2026-05-09T05:35:41.2298050Z,EQ-1,93.61,43.58
2026-05-09T05:35:51.2298050Z,EQ-4,92.12,47.97
2026-05-09T05:36:01.2298050Z,EQ-1,99.59,42.22
2026-05-09T05:36:11.2298050Z,EQ-4,99.50,45.11
2026-05-09T05:36:21.2298050Z,EQ-3,88.19,47.05
2026-05-09T05:36:31.2298050Z,EQ-2,99.99,44.39
2026-05-09T05:36:41.2298050Z,EQ-4,94.51,46.03
2026-05-09T05:36:51.2298050Z,EQ-4,97.78,49.79
2026-05-09T05:37:01.2298050Z,EQ-3,96.89,40.06
2026-05-09T05:37:11.2298050Z,EQ-3,92.72,46.78
2026-05-09T05:37:21.2298050Z,EQ-1,98.39,47.83
2026-05-09T05:37:31.2298050Z,EQ-3,88.48,45.43
2026-05-09T05:37:41.2298050Z,EQ-4,85.29,48.79
2026-05-09T05:37:51.2298050Z,EQ-1,85.71,41.05
2026-05-09T05:38:01.2298050Z,EQ-3,92.88,40.48
2026-05-09T05:38:11.2298050Z,EQ-1,98.61,44.61
2026-05-09T05:38:21.2298050Z,EQ-2,96.89,45.42
2026-05-09T05:38:31.2298050Z,EQ-1,94.32,44.48
2026-05-09T05:38:41.2298050Z,EQ-1,98.26,48.74
2026-05-09T05:38:51.2298050Z,EQ-2,86.20,45.24
2026-05-09T05:39:01.2298050Z,EQ-3,94.94,49.66
2026-05-09T05:39:11.2298050Z,EQ-3,89.76,41.26
2026-05-09T05:39:21.2298050Z,EQ-1,96.14,42.55
2026-05-09T05:39:31.2298050Z,EQ-1,95.36,42.59
2026-05-09T05:39:41.2298050Z,EQ-1,99.51,48.89
2026-05-09T05:39:51.2298050Z,EQ-3,90.42,40.06
2026-05-09T05:40:01.2298050Z,EQ-2,90.59,45.62
2026-05-09T05:40:11.2298050Z,EQ-2,87.61,49.73
2026-05-09T05:40:21.2298050Z,EQ-3,85.09,48.90
2026-05-09T05:40:31.2298050Z,EQ-1,89.53,45.25
2026-05-09T05:40:41.2298050Z,EQ-2,86.86,46.74
2026-05-09T05:40:51.2298050Z,EQ-1,96.81,40.06
2026-05-09T05:41:01.2298050Z,EQ-3,85.34,44.08
2026-05-09T05:41:11.2298050Z,EQ-2,91.24,49.04
2026-05-09T05:41:21.2298050Z,EQ-4,97.50,49.89
2026-05-09T05:41:31.2298050Z,EQ-4,91.00,48.96
2026-05-09T05:41:41.2298050Z,EQ-1,85.15,49.59
2026-05-09T05:41:51.2298050Z,EQ-3,86.77,46.11
2026-05-09T05:42:01.2298050Z,EQ-3,94.21,41.44
2026-05-09T05:42:11.2298050Z,EQ-4,89.04,44.18
2026-05-09T05:42:21.2298050Z,EQ-4,88.83,48.62
2026-05-09T05:42:31.2298050Z,EQ-3,89.41,41.08
2026-05-09T05:42:41.2298050Z,EQ-2,86.45,47.35
2026-05-09T05:42:51.2298050Z,EQ-3,86.87,45.09
2026-05-09T05:43:01.2298050Z,EQ-2,89.26,48.32
2026-05-09T05:43:11.2298050Z,EQ-2,97.14,49.85
2026-05-09T05:43:21.2298050Z,EQ-1,97.52,49.44
2026-05-09T05:43:31.2298050Z,EQ-4,93.22,40.62
2026-05-09T05:43:41.2298050Z,EQ-4,90.09,44.01
2026-05-09T05:43:51.2298050Z,EQ-4,93.60,42.10
2026-05-09T05:44:01.2298050Z,EQ-2,88.02,41.23
2026-05-09T05:44:11.2298050Z,EQ-3,95.29,44.83
2026-05-09T05:44:21.2298050Z,EQ-4,94.26,43.59
2026-05-09T05:44:31.2298050Z,EQ-3,96.14,41.69
2026-05-09T05:44:41.2298050Z,EQ-4,94.38,45.51
2026-05-09T05:44:51.2298050Z,EQ-4,94.43,48.48
2026-05-09T05:45:01.2298050Z,EQ-2,97.56,49.16
2026-05-09T05:45:11.2298050Z,EQ-4,98.22,41.23
2026-05-09T05:45:21.2298050Z,EQ-3,89.90,44.16
2026-05-09T05:45:31.2298050Z,EQ-1,92.19,45.10
2026-05-09T05:45:41.2298050Z,EQ-3,93.63,47.93
2026-05-09T05:45:51.2298050Z,EQ-3,95.57,41.17
2026-05-09T05:46:01.2298050Z,EQ-1,93.90,42.78
2026-05-09T05:46:11.2298050Z,EQ-2,90.50,45.73
2026-05-09T05:46:21.2298050Z,EQ-4,98.28,42.87
2026-05-09T05:46:31.2298050Z,EQ-2,86.39,44.79
2026-05-09T05:46:41.2298050Z,EQ-1,85.48,49.80
2026-05-09T05:46:51.2298050Z,EQ-1,88.60,45.03
2026-05-09T05:47:01.2298050Z,EQ-2,88.68,49.82
2026-05-09T05:47:11.2298050Z,EQ-3,86.74,40.93
2026-05-09T05:47:21.2298050Z,EQ-2,86.46,46.62
2026-05-09T05:47:31.2298050Z,EQ-4,93.20,46.24
2026-05-09T05:47:41.2298050Z,EQ-3,95.56,44.40
2026-05-09T05:47:51.2298050Z,EQ-3,92.78,40.15
2026-05-09T05:48:01.2298050Z,EQ-2,95.31,44.70
2026-05-09T05:48:11.2298050Z,EQ-3,98.62,49.77
2026-05-09T05:48:21.2298050Z,EQ-1,89.11,45.51
2026-05-09T05:48:31.2298050Z,EQ-4,92.47,43.43
2026-05-09T05:48:41.2298050Z,EQ-3,88.93,45.92
2026-05-09T05:48:51.2298050Z,EQ-2,96.90,42.08
2026-05-09T05:49:01.2298050Z,EQ-1,86.79,41.73
2026-05-09T05:49:11.2298050Z,EQ-2,87.43,46.00
2026-05-09T05:49:21.2298050Z,EQ-1,94.42,41.56
2026-05-09T05:49:31.2298050Z,EQ-1,92.34,42.89
2026-05-09T05:49:41.2298050Z,EQ-3,85.47,44.70
2026-05-09T05:49:51.2298050Z,EQ-1,87.22,48.13
2026-05-09T05:50:01.2298050Z,EQ-4,98.00,43.67
2026-05-09T05:50:11.2298050Z,EQ-1,97.11,43.12
2026-05-09T05:50:21.2298050Z,EQ-1,98.13,44.52
2026-05-09T05:50:31.2298050Z,EQ-1,86.16,43.15
2026-05-09T05:50:41.2298050Z,EQ-1,92.00,44.43
2026-05-09T05:50:51.2298050Z,EQ-1,99.90,40.64
2026-05-09T05:51:01.2298050Z,EQ-4,92.08,44.51
2026-05-09T05:51:11.2298050Z,EQ-4,92.52,48.66
2026-05-09T05:51:21.2298050Z,EQ-2,91.72,49.80
2026-05-09T05:51:31.2298050Z,EQ-2,91.81,44.05
2026-05-09T05:51:41.2298050Z,EQ-1,86.89,42.10
2026-05-09T05:51:51.2298050Z,EQ-2,96.66,44.70
2026-05-09T05:52:01.2298050Z,EQ-2,91.46,45.27
2026-05-09T05:52:11.2298050Z,EQ-2,89.08,45.21
2026-05-09T05:52:21.2298050Z,EQ-1,85.33,45.88
2026-05-09T05:52:31.2298050Z,EQ-1,88.42,45.70
2026-05-09T05:52:41.2298050Z,EQ-2,99.30,44.54
2026-05-09T05:52:51.2298050Z,EQ-3,96.02,43.98
2026-05-09T05:53:01.2298050Z,EQ-4,97.86,48.69
2026-05-09T05:53:11.2298050Z,EQ-4,92.12,44.94
2026-05-09T05:53:21.2298050Z,EQ-4,86.59,47.42
2026-05-09T05:53:31.2298050Z,EQ-2,91.14,46.13
2026-05-09T05:53:41.2298050Z,EQ-3,90.90,45.10
2026-05-09T05:53:51.2298050Z,EQ-3,85.10,44.64
2026-05-09T05:54:01.2298050Z,EQ-2,89.12,49.41
2026-05-09T05:54:11.2298050Z,EQ-1,97.64,45.39
2026-05-09T05:54:21.2298050Z,EQ-4,93.50,46.13
2026-05-09T05:54:31.2298050Z,EQ-2,97.01,45.70
2026-05-09T05:54:41.2298050Z,EQ-4,87.50,46.20
2026-05-09T05:54:51.2298050Z,EQ-1,99.52,47.77
2026-05-09T05:55:01.2298050Z,EQ-2,92.92,45.31
2026-05-09T05:55:11.2298050Z,EQ-1,96.89,45.46
2026-05-09T05:55:21.2298050Z,EQ-2,96.61,44.40
2026-05-09T05:55:31.2298050Z,EQ-4,86.25,47.01
2026-05-09T05:55:41.2298050Z,EQ-2,94.66,46.43
2026-05-09T05:55:51.2298050Z,EQ-2,86.80,48.02
2026-05-09T05:56:01.2298050Z,EQ-1,86.89,46.86
2026-05-09T05:56:11.2298050Z,EQ-2,88.58,48.91
2026-05-09T05:56:21.2298050Z,EQ-1,98.48,40.30
2026-05-09T05:56:31.2298050Z,EQ-2,99.12,46.16
2026-05-09T05:56:41.2298050Z,EQ-3,85.31,43.87
2026-05-09T05:56:51.2298050Z,EQ-4,93.87,42.39
2026-05-09T05:57:01.2298050Z,EQ-4,93.21,45.18
2026-05-09T05:57:11.2298050Z,EQ-1,86.77,46.85
2026-05-09T05:57:21.2298050Z,EQ-4,93.48,46.88
2026-05-09T05:57:31.2298050Z,EQ-1,97.05,40.43
2026-05-09T05:57:41.2298050Z,EQ-3,92.37,48.20
2026-05-09T05:57:51.2298050Z,EQ-3,89.89,40.04
2026-05-09T05:58:01.2298050Z,EQ-2,85.54,47.65
2026-05-09T05:58:11.2298050Z,EQ-2,97.22,41.82
2026-05-09T05:58:21.2298050Z,EQ-4,91.54,44.22
2026-05-09T05:58:31.2298050Z,EQ-3,85.74,47.29
2026-05-09T05:58:41.2298050Z,EQ-4,97.76,49.03
2026-05-09T05:58:51.2298050Z,EQ-2,93.17,42.58
2026-05-09T05:59:01.2298050Z,EQ-2,92.79,44.00
2026-05-09T05:59:11.2298050Z,EQ-4,95.30,47.50
2026-05-09T05:59:21.2298050Z,EQ-3,99.99,42.08
2026-05-09T05:59:31.2298050Z,EQ-4,85.76,43.43
2026-05-09T05:59:41.2298050Z,EQ-2,92.87,41.75
2026-05-09T05:59:51.2298050Z,EQ-1,98.98,46.66
2026-05-09T06:00:01.2298050Z,EQ-2,99.73,44.14
2026-05-09T06:00:11.2298050Z,EQ-3,92.87,43.06
2026-05-09T06:00:21.2298050Z,EQ-4,92.12,41.59
2026-05-09T06:00:31.2298050Z,EQ-4,91.44,43.34
2026-05-09T06:00:41.2298050Z,EQ-4,95.14,45.56
2026-05-09T06:00:51.2298050Z,EQ-1,87.52,42.46
2026-05-09T06:01:01.2298050Z,EQ-1,90.15,40.31
2026-05-09T06:01:11.2298050Z,EQ-3,91.13,42.58
2026-05-09T06:01:21.2298050Z,EQ-1,85.06,42.90
2026-05-09T06:01:31.2298050Z,EQ-2,89.50,47.14
2026-05-09T06:01:41.2298050Z,EQ-1,97.34,43.90
2026-05-09T06:01:51.2298050Z,EQ-4,93.47,49.17
2026-05-09T06:02:01.2298050Z,EQ-3,94.20,47.07
2026-05-09T06:02:11.2298050Z,EQ-2,89.48,44.87
2026-05-09T06:02:21.2298050Z,EQ-4,88.80,46.81
2026-05-09T06:02:31.2298050Z,EQ-1,91.33,45.82
2026-05-09T06:02:41.2298050Z,EQ-2,97.00,41.45
2026-05-09T06:02:51.2298050Z,EQ-4,97.99,44.05
2026-05-09T06:03:01.2298050Z,EQ-4,86.35,45.59
2026-05-09T06:03:11.2298050Z,EQ-2,98.33,45.89
2026-05-09T06:03:21.2298050Z,EQ-3,98.59,43.67
2026-05-09T06:03:31.2298050Z,EQ-1,88.86,41.03
2026-05-09T06:03:41.2298050Z,EQ-2,99.07,40.55
2026-05-09T06:03:51.2298050Z,EQ-4,97.23,49.58
2026-05-09T06:04:01.2298050Z,EQ-1,91.19,41.06
2026-05-09T06:04:11.2298050Z,EQ-3,96.95,44.84
2026-05-09T06:04:21.2298050Z,EQ-3,85.30,41.79
2026-05-09T06:04:31.2298050Z,EQ-4,86.41,49.96
2026-05-09T06:04:41.2298050Z,EQ-2,85.03,40.38
2026-05-09T06:04:51.2298050Z,EQ-2,86.42,42.38
2026-05-09T06:05:01.2298050Z,EQ-4,96.30,46.37
2026-05-09T06:05:11.2298050Z,EQ-4,94.85,44.61
2026-05-09T06:05:21.2298050Z,EQ-1,86.50,47.94
2026-05-09T06:05:31.2298050Z,EQ-2,92.75,45.85
2026-05-09T06:05:41.2298050Z,EQ-3,93.31,43.46
2026-05-09T06:05:51.2298050Z,EQ-4,87.59,43.76
2026-05-09T06:06:01.2298050Z,EQ-3,93.45,40.64
2026-05-09T06:06:11.2298050Z,EQ-4,95.86,49.25
2026-05-09T06:06:21.2298050Z,EQ-2,99.51,47.75
2026-05-09T06:06:31.2298050Z,EQ-1,87.77,41.45
2026-05-09T06:06:41.2298050Z,EQ-1,87.90,43.66
2026-05-09T06:06:51.2298050Z,EQ-4,92.40,47.19
2026-05-09T06:07:01.2298050Z,EQ-1,90.86,46.23
2026-05-09T06:07:11.2298050Z,EQ-1,94.84,48.49
2026-05-09T06:07:21.2298050Z,EQ-1,99.35,44.50
2026-05-09T06:07:31.2298050Z,EQ-4,89.98,42.84
2026-05-09T06:07:41.2298050Z,EQ-1,87.43,40.58
2026-05-09T06:07:51.2298050Z,EQ-2,98.60,40.20
2026-05-09T06:08:01.2298050Z,EQ-4,92.38,40.41
2026-05-09T06:08:11.2298050Z,EQ-4,95.63,49.83
2026-05-09T06:08:21.2298050Z,EQ-1,99.65,44.84
2026-05-09T06:08:31.2298050Z,EQ-1,95.31,45.19
2026-05-09T06:08:41.2298050Z,EQ-4,92.43,49.91
2026-05-09T06:08:51.2298050Z,EQ-4,98.48,44.16
2026-05-09T06:09:01.2298050Z,EQ-1,98.58,48.33
2026-05-09T06:09:11.2298050Z,EQ-1,98.49,43.12
2026-05-09T06:09:21.2298050Z,EQ-3,90.98,40.05
2026-05-09T06:09:31.2298050Z,EQ-4,91.84,45.53
2026-05-09T06:09:41.2298050Z,EQ-4,96.83,41.60
2026-05-09T06:09:51.2298050Z,EQ-3,94.45,46.08
2026-05-09T06:10:01.2298050Z,EQ-1,99.25,44.93
2026-05-09T06:10:11.2298050Z,EQ-4,86.27,41.23
2026-05-09T06:10:21.2298050Z,EQ-3,85.59,40.01
2026-05-09T06:10:31.2298050Z,EQ-4,92.72,40.62
2026-05-09T06:10:41.2298050Z,EQ-4,94.59,42.74
2026-05-09T06:10:51.2298050Z,EQ-4,91.33,44.27
2026-05-09T06:11:01.2298050Z,EQ-3,91.86,48.86
2026-05-09T06:11:11.2298050Z,EQ-2,98.14,42.17
2026-05-09T06:11:21.2298050Z,EQ-2,93.02,41.66
2026-05-09T06:11:31.2298050Z,EQ-3,98.97,44.51
2026-05-09T06:11:41.2298050Z,EQ-2,89.77,45.98
2026-05-09T06:11:51.2298050Z,EQ-4,97.06,44.48
2026-05-09T06:12:01.2298050Z,EQ-1,92.70,42.97
2026-05-09T06:12:11.2298050Z,EQ-3,93.32,41.32
2026-05-09T06:12:21.2298050Z,EQ-3,99.39,41.13
2026-05-09T06:12:31.2298050Z,EQ-4,93.87,46.66
2026-05-09T06:12:41.2298050Z,EQ-4,91.75,42.34
2026-05-09T06:12:51.2298050Z,EQ-3,97.44,49.64
2026-05-09T06:13:01.2298050Z,EQ-4,89.82,40.51
2026-05-09T06:13:11.2298050Z,EQ-2,85.86,42.46
2026-05-09T06:13:21.2298050Z,EQ-2,87.37,45.68
2026-05-09T06:13:31.2298050Z,EQ-1,87.98,47.92
2026-05-09T06:13:41.2298050Z,EQ-3,91.32,44.33
2026-05-09T06:13:51.2298050Z,EQ-4,96.77,47.79
2026-05-09T06:14:01.2298050Z,EQ-4,87.57,46.28
2026-05-09T06:14:11.2298050Z,EQ-3,97.15,48.12
2026-05-09T06:14:21.2298050Z,EQ-4,92.35,43.94
2026-05-09T06:14:31.2298050Z,EQ-1,85.77,42.77
2026-05-09T06:14:41.2298050Z,EQ-3,85.90,44.56
2026-05-09T06:14:51.2298050Z,EQ-1,95.71,48.04
2026-05-09T06:15:01.2298050Z,EQ-3,91.77,42.32
2026-05-09T06:15:11.2298050Z,EQ-4,87.15,41.87
2026-05-09T06:15:21.2298050Z,EQ-2,97.27,41.47
2026-05-09T06:15:31.2298050Z,EQ-1,99.70,48.59
2026-05-09T06:15:41.2298050Z,EQ-4,94.32,45.29
2026-05-09T06:15:51.2298050Z,EQ-3,93.52,43.56
2026-05-09T06:16:01.2298050Z,EQ-2,87.70,43.68
2026-05-09T06:16:11.2298050Z,EQ-3,85.19,47.41
2026-05-09T06:16:21.2298050Z,EQ-3,97.87,48.18
2026-05-09T06:16:31.2298050Z,EQ-4,92.02,41.72
2026-05-09T06:16:41.2298050Z,EQ-1,98.27,48.24
2026-05-09T06:16:51.2298050Z,EQ-2,85.74,40.62
2026-05-09T06:17:01.2298050Z,EQ-3,92.41,45.03
2026-05-09T06:17:11.2298050Z,EQ-2,90.20,44.32
2026-05-09T06:17:21.2298050Z,EQ-2,97.45,46.09
2026-05-09T06:17:31.2298050Z,EQ-3,96.98,46.93
2026-05-09T06:17:41.2298050Z,EQ-4,89.66,45.45
2026-05-09T06:17:51.2298050Z,EQ-4,90.73,49.82
2026-05-09T06:18:01.2298050Z,EQ-3,95.91,44.21
2026-05-09T06:18:11.2298050Z,EQ-2,86.18,41.47
2026-05-09T06:18:21.2298050Z,EQ-2,94.82,41.11
2026-05-09T06:18:31.2298050Z,EQ-3,88.96,49.65
2026-05-09T06:18:41.2298050Z,EQ-1,88.12,40.09
2026-05-09T06:18:51.2298050Z,EQ-2,92.03,45.45
2026-05-09T06:19:01.2298050Z,EQ-4,94.71,43.54
2026-05-09T06:19:11.2298050Z,EQ-2,98.07,49.00
2026-05-09T06:19:21.2298050Z,EQ-1,92.50,46.50
2026-05-09T06:19:31.2298050Z,EQ-3,85.14,44.32
2026-05-09T06:19:41.2298050Z,EQ-4,94.39,46.42
2026-05-09T06:19:51.2298050Z,EQ-3,91.64,41.20
2026-05-09T06:20:01.2298050Z,EQ-3,87.32,41.10
2026-05-09T06:20:11.2298050Z,EQ-1,85.13,43.13
2026-05-09T06:20:21.2298050Z,EQ-2,95.16,47.44
2026-05-09T06:20:31.2298050Z,EQ-1,87.68,43.69
2026-05-09T06:20:41.2298050Z,EQ-2,97.52,40.16
2026-05-09T06:20:51.2298050Z,EQ-1,98.52,49.36
2026-05-09T06:21:01.2298050Z,EQ-1,97.26,43.01
2026-05-09T06:21:11.2298050Z,EQ-3,94.84,44.31
2026-05-09T06:21:21.2298050Z,EQ-1,91.35,40.43
2026-05-09T06:21:31.2298050Z,EQ-1,87.61,48.59
2026-05-09T06:21:41.2298050Z,EQ-4,99.35,47.00
2026-05-09T06:21:51.2298050Z,EQ-1,87.74,44.63
